"","1","2","3","4","5"
"1",0.000405066271007279,1.58110785095952e-05,0.991057818502711,0.000102511538639384,0.00841879260913285
"2",0.0055430602911598,0.181019742988432,0.000328098150011019,0.0109505678099294,0.802158530760468
"3",0.00434370562361388,0.610765077133925,3.2850301040754e-06,0.270308020712856,0.114579911499501
"4",0.000569934675043342,2.24594559151126e-05,3.77559821853168e-06,0.968462343985062,0.0309414862857608
"5",0.000780508269961227,0.992515502185703,3.05165222544914e-06,0.00011677760682996,0.0065841602852801
"6",0.573393520820438,0.325887184065896,5.1182117042149e-05,0.000762341814003482,0.0999057711826207
"7",0.186064111008292,0.000788528139310961,0.000225425140374378,0.0973159911472045,0.715605944564819
"8",0.137170940082408,0.384182603466715,0.000172896006063331,0.00310570642066639,0.475367854024147
"9",0.252062287422822,0.340501449599733,0.143881391899778,0.000643238160789133,0.262911632916878
"10",0.223037829239957,9.96997622996623e-05,0.750391891293658,0.000148228070480196,0.0263223516336046
"11",0.0856052513707904,0.121116971012539,0.000394893475826329,0.00475527512686844,0.788127609013976
"12",0.000384811141412555,1.26609868675486e-05,0.992816147626613,7.81736853411591e-05,0.00670820655976575
"13",0.104781156961163,0.880652800414277,7.33975402741127e-06,0.000135343889088808,0.0144233589814443
"14",0.000581689313277531,1.77411591010439e-05,2.0461601665161e-06,0.980185566924147,0.0192129564433077
"15",0.00217618633453016,0.51174265096511,1.67103633194343e-06,0.399401360960405,0.0866781307036228
"16",0.15796520468548,0.000289481832320423,4.05769805380134e-05,0.614309547893608,0.227395188608053
"17",0.00155105100589891,0.838662573989276,0.138383091001366,4.03540348468572e-05,0.0213629299686121
"18",0.000476008835839454,5.32382373600813e-06,0.958007429458104,0.0186028648543783,0.0229083730279422
"19",0.00145774890776693,0.00025026641234464,0.31224504593817,0.00316542646635804,0.682881512275361
"20",0.477486602999631,0.27291893527135,0.14374864923761,0.000238901930776433,0.105606910560633
"21",0.0569904661280391,0.469082369758073,0.367648859217485,0.000213642758900627,0.106064662137502
"22",0.097268613717488,3.83693168885966e-05,1.56819531189796e-06,0.878103780707173,0.0245876680631383
"23",0.00125548793675981,0.117508429733942,3.72775028445936e-06,0.739507993531335,0.141724361047678
"24",0.00146615349767101,0.000467617655072887,0.000571739816872249,0.00383197683706127,0.993662512193323
"25",0.000329671389189937,1.14078083710839e-05,0.993556882613875,6.83682914383083e-05,0.00603366989712574
"26",0.103264870263521,0.249503274304475,0.618753216508832,3.49182226910757e-05,0.0284437207004806
"27",0.131943638907025,0.000511383111151191,0.00012410288477508,0.466508321279748,0.400912553817301
"28",0.0021262365616097,0.965923568438644,1.75772745468161e-05,0.000532143672170063,0.031400474053029
"29",0.00196908058205493,0.181103664205249,2.0100473219766e-06,0.722356612591403,0.094568632573971
"30",0.00104616183120092,5.146699256651e-05,1.34151880409966e-05,0.914408884002844,0.0844800719853471
"31",0.136891786122212,0.000565562003477578,9.55025986458171e-05,0.47243475015081,0.390012399124855
"32",0.000632090244065429,2.8475833720728e-05,0.982828239495776,0.000202539761861511,0.0163086546645764
"33",0.088418758503929,0.0511917529998952,0.096435637823299,0.212436732005554,0.551517118667323
"34",0.000830744188954613,8.62086701527975e-06,0.635040761888158,0.286345586901974,0.0777742861538978
"35",0.000657284975160802,0.992157328540758,3.24740665554463e-06,0.000108072683220344,0.00707406639420545
"36",0.0622852777606849,0.000735147301792294,0.471812307927798,0.00412559027569181,0.461041676734033
"37",0.273020085408976,0.229696404066116,9.09257684218675e-06,0.294059063273098,0.203215354674969
"38",0.000249249494800559,6.4668526212435e-06,6.56482442718711e-07,0.990341948954427,0.00940167821570862
"39",0.09621782096824,3.36445562781392e-05,1.00532285256723e-06,0.885531404225657,0.0182161249269727
"40",0.984861650582154,0.000285413042387759,3.10881224352362e-05,0.000435364418967147,0.014386483834056
"41",0.491582746052151,0.319078260445206,8.64424102508773e-05,0.00216755178656694,0.187084999305826
"42",0.205429909671072,0.00023143172552078,2.29794607166415e-05,0.664114969534497,0.130200709608193
"43",0.00138267630562203,8.38529565857125e-05,2.71955971730799e-05,0.84784570823958,0.150660566901039
"44",0.0386764094626789,0.0919845333729076,0.111595947557363,0.355284362939964,0.402458746667087
"45",0.000466464184460412,1.69742727409744e-05,0.990369269801452,0.000108496610582874,0.00903879513076403
"46",0.0035724165185317,0.00041066604328793,0.000194977583763737,0.30596058668843,0.689861353165987
"47",0.00381279831149846,0.395800496271967,0.262218751448961,0.116252579773861,0.221915374193713
"48",0.0401014834123943,0.778757292118328,1.42125151778904e-06,0.122183213113402,0.0589565901043578
"49",0.0026028942465328,0.476255460951405,0.000224634763651329,0.00259658700117613,0.518320423037234
"50",0.000875724227819175,0.991767091969416,3.42827754741856e-06,0.000119761548981845,0.00723399397623584
"51",0.000783143885390133,5.72034730357742e-06,0.401645578768718,0.534655116936437,0.0629104400621513
"52",0.543925671099893,0.255413366791713,0.16055729292415,6.88057212880178e-05,0.0400348634629558
"53",0.00740868685571054,0.00136985066655813,0.000793682361666826,0.0634138944604334,0.927013885655631
"54",0.000361978436151426,1.29259005287518e-05,0.992754599668884,8.12978575676584e-05,0.00678919813686827
"55",0.978627848243395,0.000289116404765414,3.84182880231052e-05,0.000593396736359448,0.0204512203274568
"56",0.111757418014339,0.640460003260721,5.52248080481023e-07,0.202062944095457,0.0457190823814022
"57",0.0618792263672807,2.61793536099574e-05,0.626173237660827,0.210511094164743,0.101410262453539
"58",0.000887851959191083,0.990193614741793,4.11102029973777e-06,0.000132083666499222,0.00878233861221697
"59",0.00157963680059929,0.982578556922792,8.27775697387161e-06,0.000257348509131704,0.0155761800105032
"60",0.325318860943239,0.000412084298087404,7.0924463086732e-05,0.417744226001797,0.256453904293789
"61",0.509090896133903,0.319434262829361,9.47611691062065e-05,0.00121278608187757,0.170167293785752
"62",0.407930944971859,0.000498435789643783,0.000124029645494131,0.163377625485588,0.428068964107416
"63",0.290742849758107,0.556601490340687,0.12740016599316,3.29471891525552e-05,0.0252225467188937
"64",0.00281035560429957,0.000165237326203521,4.73721186115456e-05,0.813208804084077,0.183768230866808
"65",0.00023098475868055,5.75211741869792e-06,6.08408510312298e-07,0.990586530438738,0.00917612427665242
