"1","2","3","4","5"
0.00100942243239612,0.000408473883302538,0.934527734979236,0.00111520881419901,0.062939159890866
0.4539907582961,0.472472591884929,2.36195415858991e-05,0.000796150555530047,0.0727168797218547
0.00578458606332171,0.0061522250125273,0.090022641476754,0.067773753517378,0.830266793930019
0.000429852549537236,9.56167841850479e-05,0.974502826984419,0.000604031507916992,0.0243676721739415
0.00853561356185393,0.580234952270664,0.0050607995829013,0.00464172043856008,0.401526914146021
0.439249185352892,0.00157132215190953,0.0466949611705261,0.158668876221921,0.353815655102751
0.000339880771047947,0.0552811081311342,0.743543376424844,0.0456210664937938,0.15521456817918
0.00647304172271827,0.664393873094018,0.00323376961486184,0.0141595119601877,0.311739803608214
0.0154834688824106,0.50259902035509,0.0051394250060374,0.00556321591744719,0.471214869839014
0.00986974339204758,0.494406047886723,0.00138399763909616,0.216787507517708,0.277552703564425
0.164920948292289,0.194996032610579,0.000934623346123545,0.288540464449347,0.350607931301662
0.0998548063966734,0.57848956113063,0.0012820490478317,0.00396669460260818,0.316406888822257
0.887838434592433,0.00196800800598594,0.00135461906887003,0.00139588313282684,0.107443055199884
0.0707828228712268,0.831680090422923,9.43881813557982e-05,0.00116701170338972,0.0962756868211051
0.00302850438395832,0.496166925180264,0.00105378848431567,0.319384016093303,0.180366765858159
0.102974029036823,0.823908074075612,3.63979666133342e-05,0.00129695948677977,0.0717845394341713
0.00223065281465145,0.234129069225264,0.0752060200263475,0.292401612826987,0.39603264510675
0.0626476572522846,0.848354136414661,7.22868342795129e-05,0.00199337992413483,0.0869325395746399
0.0411158871587841,0.636204248321385,0.00142144074920762,0.00350908937248323,0.31774933439814
0.00105805385411693,0.000342226756731166,0.940351446074382,0.000965616357635583,0.0572826569571347
0.0188992709349842,0.150392942272423,0.0662190283900446,0.00780705343952697,0.756681704963021
0.706048475150928,0.0121345869822646,0.00195865636358506,0.00735556494117733,0.272502716562045
0.00856129302546717,0.263050361859274,0.0435518249737563,0.00760995352871643,0.677226566612786
0.691927005286637,0.00147976846005022,0.000953334905648715,0.178166011477737,0.127473879869927
0.57718211068295,0.00810983297874804,0.00331529775391021,0.0551508363246567,0.356241922259735
0.880748235950117,0.00184758962098222,0.00127454533337437,0.0015670232300937,0.114562605865433
0.324661984636451,2.33978772647434e-05,0.609716386223915,0.000524186699603729,0.0650740445627664
0.00014583303916946,0.255208753153309,0.630158635967526,0.00291625466514602,0.111570523174849
0.000806760411973895,0.000429025210290854,0.816641597536882,0.110299310124169,0.071823306716684
0.0771600115790796,0.00770089808797298,0.233438363504488,0.0076573200468597,0.6740434067816
0.00112351465514359,0.00148953886900174,0.000937612073389466,0.966885762947761,0.0295635714547039
0.24808992551453,0.0380109761150061,0.000824816314806549,0.477450805393171,0.235623476662486
0.00117972081190539,0.48593977584543,0.000530953864820227,0.414004049361711,0.0983455001161335
0.207255573651725,0.026502151647393,0.0108632214026666,0.00817032032827524,0.74720873296994
0.102603748128242,0.0163679737369968,0.0650506562217091,0.00620577112378883,0.809771850789264
0.211078693193653,0.145467450606,0.000236973026451044,0.458267652249674,0.184949230924222
0.0002316310802482,0.0780112669870795,0.049623851289156,0.782687797369149,0.089445453274367
0.0066673066922211,0.00478404397802889,0.00459683005894674,0.852475863646985,0.131475955623818
0.400428429614448,0.00433512086006594,0.0588411496961209,0.00494214745017025,0.531453152379195
0.0605331750187982,0.0437408787980118,0.00068673561607456,0.702640437017014,0.192398773550102
0.0130413179545525,0.315525676794845,0.0035912437172457,0.236771444854585,0.431070316678773
0.130162721063924,0.129862131417094,0.00593287241599018,0.0209564406242198,0.713085834478773
0.947669993514599,0.0214006206708704,1.7127433473984e-05,0.000314710859073085,0.0305975475219832
0.00544689850647889,0.276629900231364,0.110999400813616,0.0209046352019239,0.586019165246617
0.00166313252677537,0.440988842966512,0.00093404533159354,0.418625735944273,0.137788243230846
0.376259465974924,0.308865980714722,0.000126726370984579,0.129452536589346,0.185295290350024
0.0031944725115671,0.591504267400145,0.0492283495919167,0.00862887255632267,0.347444037940049
0.0435153425041473,0.605411312402553,0.186587498627234,0.000635302616157994,0.163850543849907
0.000215818103056239,0.987557748124997,2.25699510014303e-05,0.000461834817335012,0.0117420290036105
0.00312122875587814,0.300234763077798,0.0412288803786539,0.260521852977224,0.394893274810446
0.000502407027559005,0.71989289946864,0.108332519654111,0.0019175088954866,0.169354664954203
0.392287037671415,0.290345785496507,0.000732139020047717,0.00213550644475075,0.31449953136728
0.78050999956526,0.177740422932071,8.46581054936038e-06,0.000533406357269612,0.0412077053348506
0.714878180164696,0.000781429509175633,0.0674409419230131,0.00188495359130322,0.215014494811812
0.00331026851758898,0.00174773917716533,0.833149885875384,0.00254409567867117,0.15924801075119
0.000484502577211518,0.290215895607932,0.522739830802932,0.00265876650659498,0.183901004505329
0.719909715745513,0.00352428060940356,0.00230135771274652,0.0331394461678263,0.24112519976451
0.000870082243822676,0.0641353532492611,0.000486016125780007,0.879327069711126,0.0551814786700099
0.68380288146651,1.25236884578782e-05,0.122335793887095,0.138101560053819,0.0557472409041185
0.00273580780978708,0.575989914944577,0.00146667447615367,0.224573725807463,0.195233876962019
0.0065466671495973,0.00663218992019813,0.665084166056049,0.00389181568353113,0.317845161190625
0.0598011560283518,0.00480441082406881,0.104624502578136,0.0793699750713509,0.751399955498093
